transcript	gencode_gene	gencode_gene_id	gnomad_gene	chr	gnomad_transcript_start	gnomad_transcript_end	gnomad_cds_start	gnomad_cds_end	strand
ENST00000420396	AKR7L	ENSG00000211454	AKR7L	1	19592476	19600688	19593797	19597306	-
ENST00000420428	CELF4	ENSG00000101489	CELF4	18	34823010	35146000	34833777	35145604	-
ENST00000420470	ARHGEF38	ENSG00000236699	ARHGEF38	4	106473777	106629250	106473923	106599091	+
ENST00000420504	TMEM200B	ENSG00000253304	TMEM200B	1	29445940	29450447	29447420	29448340	-
ENST00000420554	GMPR2	ENSG00000100938	GMPR2	14	24701628	24708448	24702406	24707981	+
ENST00000420581	LMOD3	ENSG00000163380	LMOD3	3	69156023	69172183	69158249	69171537	-
ENST00000420607	ACADM	ENSG00000117054	ACADM	1	76190036	76253260	76190473	76228445	+
ENST00000420613	KANSL2	ENSG00000139620	KANSL2	12	49047184	49076021	49047830	49075415	-
ENST00000420625	PLS3	ENSG00000102024	PLS3	X	114795501	114885181	114844563	114883878	+
ENST00000420658	AFAP1	ENSG00000196526	AFAP1	4	7760441	7941653	7765495	7873805	-
ENST00000420664	AC106873.4	ENSG00000228368	AC106873.4	7	116605900	116607526	116606152	116607475	-
ENST00000420696	PBX1	ENSG00000185630	PBX1	1	164524821	164868533	164529060	164815910	+
ENST00000420699	ANKRD36	ENSG00000135976	ANKRD36	2	97779233	97930258	97779477	97915901	+
ENST00000420702	MTFR2	ENSG00000146410	MTFR2	6	136552162	136571473	136552416	136570237	-
ENST00000420713	ZNF716	ENSG00000182111	ZNF716	7	57509883	57533252	57509995	57529652	+
ENST00000420723	SBK3	ENSG00000231274	SBK3	19	56052023	56056909	56052023	56056909	-
ENST00000420765	PPIP5K1	ENSG00000168781	PPIP5K1	15	43825660	43882430	43826875	43876702	-
ENST00000420799	VWA9	ENSG00000138614	VWA9	15	65871091	65903627	65871749	65903486	-
ENST00000420826	SUMO2	ENSG00000188612	SUMO2	17	73163408	73179078	73164437	73178929	-
ENST00000420843	ARRB1	ENSG00000137486	ARRB1	11	74975226	75062873	74977210	75062651	-
ENST00000420878	ZSCAN30	ENSG00000186814	ZSCAN30	18	32831032	32870196	32833417	32844316	-
ENST00000420886	SBNO1	ENSG00000139697	SBNO1	12	123773656	123849390	123780458	123834988	-
ENST00000420890	CCDC141	ENSG00000163492	CCDC141	2	179694484	179914813	179698903	179914668	-
ENST00000420910	LMLN	ENSG00000185621	LMLN	3	197687071	197770591	197687093	197765535	+
ENST00000420911	CTAGE15	ENSG00000271079	CTAGE15	7	143268894	143271480	143268911	143271241	+
ENST00000420999	EFHC2	ENSG00000183690	EFHC2	X	44007128	44202918	44008044	44202834	-
ENST00000421025	ZNF679	ENSG00000197123	ZNF679	7	63688852	63727309	63709496	63727244	+
ENST00000421030	MROH7	ENSG00000184313	MROH7	1	55107463	55175939	55118600	55175857	+
ENST00000421176	ZNF284	ENSG00000186026	ZNF284	19	44576297	44593766	44580543	44591410	+
ENST00000421177	NSG1	ENSG00000168824	NSG1	4	4349867	4420785	4389357	4419159	+
ENST00000421239	ZNF578	ENSG00000258405	ZNF578	19	52956829	53015407	53005099	53015404	+
ENST00000421241	C1orf159	ENSG00000131591	C1orf159	1	1017198	1051741	1018276	1026923	-
ENST00000421285	GOLGA6B	ENSG00000215186	GOLGA6B	15	72947079	72958735	72947079	72958680	+
ENST00000421307	LRRFIP2	ENSG00000093167	LRRFIP2	3	37094117	37225180	37095345	37190474	-
ENST00000421351	PERP	ENSG00000112378	PERP	6	138409642	138428648	138413182	138428477	-
ENST00000421367	ERLIN1	ENSG00000107566	ERLIN1	10	101909851	101948091	101911891	101945383	-
ENST00000421388	ANKRD34C	ENSG00000235711	ANKRD34C	15	79575146	79590580	79585627	79587231	+
ENST00000421544	GRIK2	ENSG00000164418	GRIK2	6	101846664	102517958	101847154	102516383	+
ENST00000421545	TDRD12	ENSG00000173809	TDRD12	19	33210659	33320483	33210979	33281582	+
ENST00000421593	SLCO1B7	ENSG00000205754	SLCO1B7	12	20968673	21245679	21168630	21243037	+
ENST00000421627	DLGAP2	ENSG00000198010	DLGAP2	8	1449532	1656642	1496860	1649569	+
ENST00000421673	MUC6	ENSG00000184956	MUC6	11	1012821	1036706	1013459	1036655	-
ENST00000421699	GOLGA2	ENSG00000167110	GOLGA2	9	131018108	131038274	131019349	131038255	-
ENST00000421715	IFNA4	ENSG00000236637	IFNA4	9	21186617	21187598	21186964	21187530	-
ENST00000421743	RGS4	ENSG00000117152	RGS4	1	163038565	163046592	163038725	163044347	+
ENST00000421745	BIRC6	ENSG00000115760	BIRC6	2	32582096	32843966	32582230	32842968	+
ENST00000421807	INPP5K	ENSG00000132376	INPP5K	17	1397865	1420182	1399120	1419793	-
ENST00000421812	ZNF697	ENSG00000143067	ZNF697	1	120162045	120190396	120165331	120168723	-
ENST00000421828	RP11-195F19.5	ENSG00000187186	RP11-195F19.5	9	34664160	34666109	34665034	34665656	-
ENST00000421832	CTU1	ENSG00000142544	CTU1	19	51600863	51611627	51601861	51607826	-
ENST00000421852	TMEM41A	ENSG00000163900	TMEM41A	3	185194284	185216845	185209328	185216749	-
ENST00000421865	LAMA2	ENSG00000196569	LAMA2	6	129204342	129837714	129204391	129837489	+
ENST00000421952	DDN	ENSG00000181418	DDN	12	49388932	49393092	49390526	49393070	-
ENST00000421967	NME6	ENSG00000172113	NME6	3	48334754	48343175	48336130	48342802	-
ENST00000421974	ATP6V0E2	ENSG00000171130	ATP6V0E2	7	149570057	149577784	149571008	149576763	+
ENST00000421990	PTGES3L-AARSD1	ENSG00000108825	PTGES3L-AARSD1	17	41102543	41132545	41102613	41132199	-
ENST00000421999	CMSS1	ENSG00000184220	CMSS1	3	99536678	99897447	99536824	99897229	+
ENST00000422003	TBCEL	ENSG00000154114	TBCEL	11	120894781	120961484	120916400	120957802	+
ENST00000422081	IDS	ENSG00000241489	IDS	X	148564074	148615470	148564280	148579712	-
ENST00000422087	PNPLA8	ENSG00000135241	PNPLA8	7	108110866	108210110	108112848	108155935	-
ENST00000422113	TMEM132D	ENSG00000151952	TMEM132D	12	129556270	130388211	129558423	130387884	-
ENST00000422132	NXPE3	ENSG00000144815	NXPE3	3	101498046	101547073	101504441	101540795	+
ENST00000422135	SYBU	ENSG00000147642	SYBU	8	110586207	110704020	110587138	110656888	-
ENST00000422142	CLEC2L	ENSG00000236279	CLEC2L	7	139208602	139229730	139208674	139229085	+
ENST00000422185	CCDC120	ENSG00000147144	CCDC120	X	48911101	48927509	48919808	48926191	+
ENST00000422211	CCL3L1	ENSG00000205021	CCL3L1	17	34623842	34625731	34624262	34625646	-
ENST00000422223	FREM1	ENSG00000164946	FREM1	9	14734664	14910993	14737397	14868975	-
ENST00000422229	AL359736.1	ENSG00000205850	AL359736.1	13	24895264	24895566	24895267	24895566	-
ENST00000422265	ACKR2	ENSG00000144648	ACKR2	3	42846244	42929466	42905995	42907146	+
ENST00000422277	TREX1	ENSG00000213689	TREX1	3	48506445	48509044	48507890	48508996	+
ENST00000422280	NBR1	ENSG00000188554	NBR1	17	41322498	41363708	41327817	41362090	+
ENST00000422294	AC016722.2	ENSG00000239332	LINC01119	2	47043836	47086146	47043964	47085349	+
ENST00000422318	NT5DC2	ENSG00000168268	NT5DC2	3	52558386	52569070	52558489	52567753	-
ENST00000422325	ZNF717	ENSG00000227124	ZNF717	3	75758794	75834734	75786032	75832513	-
ENST00000422359	EBLN1	ENSG00000223601	EBLN1	10	22497743	22498950	22497815	22498912	-
ENST00000422365	MCMDC2	ENSG00000178460	MCMDC2	8	67782984	67834283	67786376	67831401	+
ENST00000422424	FAM96B	ENSG00000166595	FAM96B	16	66965959	66968326	66966109	66968267	-
ENST00000422431	SYT14	ENSG00000143469	SYT14	1	210111538	210337636	210111596	210334384	+
ENST00000422435	KIF21B	ENSG00000116852	KIF21B	1	200938520	200992828	200943226	200992511	-
ENST00000422440	SLC25A12	ENSG00000115840	SLC25A12	2	172640880	172864766	172641787	172750724	-
ENST00000422452	TENM1	ENSG00000009694	TENM1	X	123509753	124097666	123514389	124097602	-
ENST00000422482	AC107021.1	ENSG00000232013	AC107021.1	3	145782358	145784156	145782380	145782559	+
ENST00000422514	RPL23A	ENSG00000198242	RPL23A	17	27046411	27051377	27047024	27050896	+
ENST00000422538	ENDOU	ENSG00000111405	ENDOU	12	48103517	48119350	48104588	48119196	-
ENST00000422556	SPATA2	ENSG00000158480	SPATA2	20	48519928	48532080	48522159	48525027	-
ENST00000422602	FAM65A	ENSG00000039523	FAM65A	16	67552321	67580691	67563726	67580363	+
ENST00000422611	SLC12A4	ENSG00000124067	SLC12A4	16	67977377	68003504	67978746	68002557	-
ENST00000422652	BTBD18	ENSG00000233436	BTBD18	11	57510986	57519253	57511609	57518660	-
ENST00000422689	ZNF880	ENSG00000221923	ZNF880	19	52873170	52889048	52873219	52888564	+
ENST00000422698	CASP12	ENSG00000204403	CASP12	11	104756445	104769397	104757444	104769141	-
ENST00000422725	C1orf233	ENSG00000228594	C1orf233	1	1533392	1535476	1534718	1535395	-
ENST00000422728	FAM200B	ENSG00000237765	FAM200B	4	15683285	15707188	15688601	15690571	+
ENST00000422774	KIAA1549	ENSG00000122778	KIAA1549	7	138516126	138666064	138522654	138666015	-
ENST00000422806	NKX1-1	ENSG00000235608	NKX1-1	4	1396720	1400119	1396723	1400119	-
ENST00000422843	ITK	ENSG00000113263	ITK	5	156569944	156682201	156607989	156679685	+
ENST00000422945	PPP2R5C	ENSG00000078304	PPP2R5C	14	102228135	102394326	102228231	102391606	+
ENST00000422970	IPCEF1	ENSG00000074706	IPCEF1	6	154475631	154677926	154480966	154587081	-
ENST00000422989	IRGQ	ENSG00000167378	IRGQ	19	44088521	44100287	44096181	44099490	-
ENST00000423014	TSTD1	ENSG00000215845	TSTD1	1	161007421	161008780	161007568	161008679	-
ENST00000423059	THSD7A	ENSG00000005108	THSD7A	7	11409984	11871824	11415424	11871572	-
ENST00000423123	DIRC3	ENSG00000231672	DIRC3	2	218148742	218621316	218568679	218620855	-
ENST00000423158	NTF3	ENSG00000185652	NTF3	12	5541278	5630702	5541491	5604151	+
ENST00000423177	PRAMEF26	ENSG00000229571	PRAMEF26	1	13216356	13219581	13216691	13219581	-
ENST00000423192	ECT2L	ENSG00000203734	ECT2L	6	139117063	139225207	139134412	139223761	+
ENST00000423270	RFX7	ENSG00000181827	RFX7	15	56379478	56535483	56385546	56535483	-
ENST00000423302	MRVI1	ENSG00000072952	MRVI1	11	10594638	10715535	10597882	10715149	-
ENST00000423312	KIF26A	ENSG00000066735	KIF26A	14	104605060	104647231	104605060	104646124	+
ENST00000423316	EEF1D	ENSG00000104529	EEF1D	8	144661867	144681711	144661965	144672251	-
ENST00000423336	COX6A1P2	ENSG00000226976	COX6A1P2	6	37012607	37013177	37012636	37012962	+
ENST00000423344	C10orf131	ENSG00000173088	C10orf131	10	97667360	97698480	97673183	97697963	+
ENST00000423345	PRAM1	ENSG00000133246	PRAM1	19	8554940	8567996	8555076	8567475	-
ENST00000423372	AL627309.1	ENSG00000237683	AL627309.1	1	134901	139379	138533	139309	-
ENST00000423391	ACTBL2	ENSG00000169067	ACTBL2	5	56775846	56778636	56777407	56778534	-
ENST00000423479	CTCFL	ENSG00000124092	CTCFL	20	56071035	56100708	56071309	56099261	-
ENST00000423484	ZNF736	ENSG00000234444	ZNF736	7	63767837	63815238	63774529	63809522	+
ENST00000423485	TOP2A	ENSG00000131747	TOP2A	17	38544768	38574202	38545774	38574043	-
ENST00000423497	WBSCR22	ENSG00000071462	WBSCR22	7	73097355	73119491	73097956	73112213	+
ENST00000423516	TKT	ENSG00000163931	TKT	3	53258723	53290068	53259775	53289958	-
ENST00000423537	FAM221B	ENSG00000204930	FAM221B	9	35816388	35828744	35818469	35826158	-
ENST00000423557	IL10	ENSG00000136634	IL10	1	206940947	206945839	206941984	206945780	-
ENST00000423656	VPRBP	ENSG00000145041	VPRBP	3	51433298	51534010	51436203	51467664	-
ENST00000423665	HSD11B1L	ENSG00000167733	HSD11B1L	19	5680615	5688533	5684844	5688203	+
ENST00000423729	NAT8L	ENSG00000185818	NAT8L	4	2061239	2070816	2061239	2065851	+
ENST00000423738	ARMCX4	ENSG00000196440	ARMCX4	X	100673275	100788446	100743577	100750446	+
ENST00000423741	DCDC2C	ENSG00000214866	DCDC2C	2	3751453	3836122	3751453	3826457	+
ENST00000423777	ATF5	ENSG00000169136	ATF5	19	50431959	50437192	50434108	50436346	+
ENST00000423778	KY	ENSG00000174611	KY	3	134321980	134370478	134322424	134369802	-
ENST00000423828	TMBIM6	ENSG00000139644	TMBIM6	12	50101508	50158717	50135920	50156676	+
ENST00000423833	MORF4L2	ENSG00000123562	MORF4L2	X	102930424	102943086	102931092	102931955	-
ENST00000423902	CHD7	ENSG00000171316	CHD7	8	61591337	61779465	61653992	61778489	+
ENST00000423932	OR10J1	ENSG00000196184	OR10J1	1	159409512	159410600	159409549	159410508	+
ENST00000423947	ANO6	ENSG00000177119	ANO6	12	45609770	45834187	45610105	45823091	+
ENST00000423981	AMER3	ENSG00000178171	AMER3	2	131513008	131525707	131519646	131522228	+
ENST00000424011	CMTM3	ENSG00000140931	CMTM3	16	66637777	66647795	66638709	66646537	+
ENST00000424014	EIF2B1	ENSG00000111361	EIF2B1	12	124104953	124118313	124106306	124118104	-
ENST00000424053	TPRXL	ENSG00000180438	TPRXL	3	13978756	14124311	14105677	14106432	+
ENST00000424086	TMEM177	ENSG00000144120	TMEM177	2	120436743	120444083	120438430	120439362	+
ENST00000424107	SHISA9	ENSG00000237515	SHISA9	16	12995477	13334272	12995922	13329263	+
ENST00000424120	CC2D2A	ENSG00000048342	CC2D2A	4	15471489	15603180	15477557	15603045	+
ENST00000424127	GAB3	ENSG00000160219	GAB3	X	153903529	153979858	153906458	153979300	-
ENST00000424196	EIF4G1	ENSG00000114867	EIF4G1	3	184032283	184053146	184033585	184052693	+
ENST00000424263	PRDM11	ENSG00000019485	PRDM11	11	45115564	45247734	45203318	45246456	+
ENST00000424280	TBCCD1	ENSG00000113838	TBCCD1	3	186263862	186288332	186268942	186282118	-
ENST00000424293	CTB-134H23.2	ENSG00000196796	CTB-134H23.2	16	29049923	29064047	29049976	29064047	+
ENST00000424296	AK9	ENSG00000155085	AK9	6	109814059	110012420	109814575	109996948	-
ENST00000424301	CKMT2	ENSG00000131730	CKMT2	5	80529104	80562216	80546952	80562074	+
ENST00000424325	RPL10	ENSG00000147403	RPL10	X	153618315	153637504	153626861	153629192	+
ENST00000424340	NPIPB5	ENSG00000243716	NPIPB5	16	22490442	22547842	22525123	22547703	+
ENST00000424383	ELFN1	ENSG00000225968	ELFN1	7	1727755	1787590	1784233	1786716	+
ENST00000424439	NHLRC4	ENSG00000257108	NHLRC4	16	616996	619495	618048	618416	+
ENST00000424479	PPAPDC1B	ENSG00000147535	PPAPDC1B	8	38120648	38126761	38121965	38126717	-
ENST00000424542	SLC9A3R2	ENSG00000065054	SLC9A3R2	16	2075357	2089027	2077007	2087982	+
ENST00000424576	RPL6	ENSG00000089009	RPL6	12	112842994	112856642	112843031	112846460	-
ENST00000424747	SLC52A1	ENSG00000132517	SLC52A1	17	4935895	4955304	4936255	4937901	-
ENST00000424749	FAM47E	ENSG00000189157	FAM47E	4	77135193	77204933	77172900	77204608	+
ENST00000424776	RBMXL3	ENSG00000175718	RBMXL3	X	114423963	114427431	114424005	114427205	+
ENST00000424785	FKBP7	ENSG00000079150	FKBP7	2	179328391	179343327	179330500	179343226	-
ENST00000424789	TANC2	ENSG00000170921	TANC2	17	61086917	61505060	61086921	61499313	+
ENST00000424830	HDHD1	ENSG00000130021	HDHD1	X	6966961	7066231	6968340	7066154	-
ENST00000424834	SPATA13	ENSG00000182957	SPATA13	13	24553944	24881212	24797068	24876908	+
ENST00000424876	AC013468.1	ENSG00000231145	AC013468.1	2	190642909	190643157	190642909	190643157	-
ENST00000424881	ZNF655	ENSG00000197343	ZNF655	7	99156029	99174076	99158183	99171204	+
ENST00000424930	ZNF419	ENSG00000105136	ZNF419	19	57999079	58006048	57999319	58005455	+
ENST00000424957	MEPE	ENSG00000152595	MEPE	4	88742563	88767969	88755867	88767595	+
ENST00000424958	AC079341.1	ENSG00000226757	AC079341.1	4	122685740	122687962	122687200	122687496	+
ENST00000424985	FAM71E2	ENSG00000180043	FAM71E2	19	55866276	55874628	55866671	55874434	-
ENST00000425042	HID1	ENSG00000167861	HID1	17	72946838	72969261	72947668	72968751	-
ENST00000425054	KCNK16	ENSG00000095981	KCNK16	6	39282474	39290744	39282903	39290316	-
ENST00000425119	AGAP8	ENSG00000174194	AGAP8	10	51224681	51371321	51224993	51246409	-
ENST00000425133	FAM104B	ENSG00000182518	FAM104B	X	55169535	55187743	55172520	55187589	-
ENST00000425164	C17orf72	ENSG00000224383	C17orf72	17	62075711	62081664	62075725	62079332	+
ENST00000425175	SLC4A4	ENSG00000080493	SLC4A4	4	72053003	72437804	72102294	72433607	+
ENST00000425202	C19orf81	ENSG00000235034	C19orf81	19	51152702	51162567	51152702	51162396	+
ENST00000425225	SOHLH1	ENSG00000165643	SOHLH1	9	138585253	138591374	138585446	138591313	-
ENST00000425232	C5orf42	ENSG00000197603	C5orf42	5	37106330	37249530	37107707	37247800	-
ENST00000425235	AC104794.4	ENSG00000233502	AC104794.4	2	10223908	10226228	10223908	10226228	+
ENST00000425280	LDB1	ENSG00000198728	LDB1	10	103867317	103880210	103867853	103879867	-
ENST00000425340	FUT2	ENSG00000176920	FUT2	19	49199228	49209207	49206214	49207242	+
ENST00000425354	RARG	ENSG00000172819	RARG	12	53604354	53626764	53605463	53621329	-
ENST00000425368	CFB	ENSG00000243649	CFB	6	31895475	31919861	31913999	31919804	+
ENST00000425380	HYLS1	ENSG00000198331	HYLS1	11	125753509	125770543	125769264	125770160	+
ENST00000425394	PAN2	ENSG00000135473	PAN2	12	56710007	56727837	56711396	56726878	-
ENST00000425432	ZNF821	ENSG00000102984	ZNF821	16	71893583	71929239	71893924	71913849	-
ENST00000425441	CCDC12	ENSG00000160799	CCDC12	3	46963216	47023500	46963550	47018261	-
ENST00000425457	NFYC	ENSG00000066136	NFYC	1	41157320	41237275	41204516	41236497	+
ENST00000425468	ZSCAN9	ENSG00000137185	ZSCAN9	6	28192664	28201260	28194863	28200953	+
ENST00000425471	AC136604.1	ENSG00000228259	AC136604.1	5	179078298	179079445	179078298	179079291	+
ENST00000425492	RP11-706O15.1	ENSG00000205664	RP11-706O15.1	X	3735569	3761898	3735819	3761523	-
ENST00000425520	FRG2B	ENSG00000225899	FRG2B	10	135437399	135440299	135438606	135440246	-
ENST00000425528	TNPO2	ENSG00000105576	TNPO2	19	12810008	12834825	12812163	12831791	-
ENST00000425534	EIF4E3	ENSG00000163412	EIF4E3	3	71724567	71803924	71733836	71774518	-
ENST00000425538	MYOCD	ENSG00000141052	MYOCD	17	12569207	12672266	12569506	12666958	+
ENST00000425611	NABP1	ENSG00000173559	NABP1	2	192542794	192561385	192543341	192550491	+
ENST00000425629	SIGLEC6	ENSG00000105492	SIGLEC6	19	52022779	52035110	52023339	52034902	-
ENST00000425639	SKOR2	ENSG00000215474	SKOR2	18	44746293	44775554	44746296	44775554	-
ENST00000425663	MS4A4E	ENSG00000214787	MS4A4E	11	59968726	60010561	59980727	59997528	-
ENST00000425690	PVR	ENSG00000073008	PVR	19	45147098	45166850	45147397	45165075	+
ENST00000425699	NANOS1	ENSG00000188613	NANOS1	10	120789228	120793854	120789314	120790189	+
ENST00000425708	ZNF445	ENSG00000185219	ZNF445	3	44481262	44519162	44488070	44497041	-
ENST00000425719	NTM	ENSG00000182667	NTM	11	131240373	132206716	131781376	132205037	+
ENST00000425753	TSTA3	ENSG00000104522	TSTA3	8	144694788	144700218	144695083	144698882	-
ENST00000425825	BRMS1	ENSG00000174744	BRMS1	11	66104804	66112596	66105142	66109705	-
ENST00000425876	CDK3	ENSG00000250506	CDK3	17	73996987	74002080	73997507	74001501	+
ENST00000425967	FGFR1	ENSG00000077782	FGFR1	8	38268656	38326352	38271149	38318624	-
ENST00000426005	TREML1	ENSG00000161911	TREML1	6	41117080	41122075	41117345	41122026	-
ENST00000426016	SOS1	ENSG00000115904	SOS1	2	39208537	39351486	39212968	39347563	-
ENST00000426077	TMEM185B	ENSG00000226479	TMEM185B	2	120978854	120980984	120979503	120980552	-
ENST00000426099	AC142381.1	ENSG00000223931	AC142381.1	16	32063311	32063601	32063311	32063601	+
ENST00000426105	PUM1	ENSG00000134644	PUM1	1	31404353	31538838	31406061	31532413	-
ENST00000426126	ZDHHC17	ENSG00000186908	ZDHHC17	12	77157368	77247476	77158017	77244762	+
ENST00000426130	CYB561A3	ENSG00000162144	CYB561A3	11	61116217	61129771	61117874	61124710	-
ENST00000426194	AC012123.1	ENSG00000228835	AC012123.1	18	30349758	30354376	30349773	30353294	+
ENST00000426197	C1orf226	ENSG00000239887	C1orf226	1	162336698	162356600	162348704	162353470	+
ENST00000426216	ATP9B	ENSG00000166377	ATP9B	18	76829285	77138283	76829411	77137380	+
ENST00000426263	SLC2A1	ENSG00000117394	SLC2A1	1	43391052	43424530	43392715	43424322	-
ENST00000426327	GATSL2	ENSG00000198750	GATSL2	7	74807499	74867509	74807608	74867341	-
ENST00000426333	EFTUD2	ENSG00000108883	EFTUD2	17	42927311	42977030	42928645	42971889	-
ENST00000426342	MDGA2	ENSG00000139915	MDGA2	14	47308826	48144157	47311137	47600947	-
ENST00000426398	PTBP2	ENSG00000117569	PTBP2	1	97187221	97289294	97187421	97278958	+
ENST00000426426	TMEM233	ENSG00000224982	TMEM233	12	120031264	120079363	120031654	120078507	+
ENST00000426455	STAG3	ENSG00000066923	STAG3	7	99775186	99819111	99778180	99811635	+
ENST00000426466	BIRC8	ENSG00000163098	BIRC8	19	53792856	53794875	53792920	53793627	-
ENST00000426508	IFT140	ENSG00000187535	IFT140	16	1560428	1662111	1560948	1657267	-
ENST00000426538	GINS3	ENSG00000181938	GINS3	16	58328984	58440048	58426506	58438630	+
ENST00000426546	CCDC107	ENSG00000159884	CCDC107	9	35658301	35661508	35658377	35661181	+
ENST00000426548	GJC1	ENSG00000182963	GJC1	17	42875816	42908184	42881998	42883185	-
ENST00000426559	STMN1	ENSG00000117632	STMN1	1	26210672	26233482	26212217	26231167	-
ENST00000426595	MRPS17	ENSG00000249773	MRPS17	7	55954970	56022932	55980369	56022868	+
ENST00000426610	ASAH2C	ENSG00000072444	ASAH2C	10	48001603	48055018	48001787	48055018	-
ENST00000426633	TAPBP	ENSG00000231925	TAPBP	6	33267471	33282164	33271555	33281818	-
ENST00000426677	TOMM40	ENSG00000130204	TOMM40	19	45393826	45406946	45394673	45406423	+
ENST00000426726	RUNDC3A	ENSG00000108309	RUNDC3A	17	42385781	42396039	42386201	42395603	+
ENST00000426739	ZNF234	ENSG00000263002	ZNF234	19	44645710	44663156	44648786	44662269	+
ENST00000426804	RIMBP3	ENSG00000196622	RIMBP3	22	20456003	20461786	20456385	20461301	-
ENST00000426825	OPLAH	ENSG00000178814	OPLAH	8	145106167	145118735	145106230	145114935	-
ENST00000426836	DSN1	ENSG00000149636	DSN1	20	35380194	35402221	35381194	35399861	-
ENST00000426895	TTLL3	ENSG00000214021	TTLL3	3	9849770	9896822	9851691	9877170	+
ENST00000426923	PLAC8	ENSG00000145287	PLAC8	4	84011201	84058228	84015843	84029074	-
ENST00000426928	LACTBL1	ENSG00000215906	LACTBL1	1	23279536	23291831	23279539	23291831	-
ENST00000426955	VWA5B2	ENSG00000145198	VWA5B2	3	183948217	183960117	183948317	183959823	+
ENST00000427025	NHSL1	ENSG00000135540	NHSL1	6	138743180	139013708	138745221	138893048	-
ENST00000427043	CASP14	ENSG00000105141	CASP14	19	15160195	15169104	15163063	15166897	+
ENST00000427060	SLA	ENSG00000155926	SLA	8	134048973	134115298	134050772	134072525	-
ENST00000427130	NSMAF	ENSG00000035681	NSMAF	8	59496063	59572403	59496668	59571905	-
ENST00000427159	FTSJ3	ENSG00000108592	FTSJ3	17	61896793	61907372	61897165	61904262	-
ENST00000427170	CERS1	ENSG00000223802	CERS1	19	18979361	19007536	18981389	19006881	-
ENST00000427177	SEPT9	ENSG00000184640	SEPT9	17	75276651	75496678	75277618	75494737	+
ENST00000427187	VNN3	ENSG00000093134	VNN3	6	133043926	133055904	133046035	133055831	-
ENST00000427197	SLC35G1	ENSG00000176273	SLC35G1	10	95653730	95715819	95653791	95661244	+
ENST00000427255	PPP1R14D	ENSG00000166143	PPP1R14D	15	41107650	41120907	41107848	41120839	-
ENST00000427316	NPNT	ENSG00000168743	NPNT	4	106815932	106925184	106816810	106890144	+
ENST00000427338	OR5K2	ENSG00000231861	OR5K2	3	98216448	98217496	98216525	98217472	+
ENST00000427390	GOLGA6L6	ENSG00000215405	GOLGA6L6	15	20737094	20747114	20739500	20747023	-
ENST00000427401	ZNF737	ENSG00000237440	ZNF737	19	20718631	20748615	20727401	20748446	-
ENST00000427411	ACE2	ENSG00000130234	ACE2	X	15579156	15620271	15580031	15619034	-
ENST00000427442	L3MBTL1	ENSG00000185513	L3MBTL1	20	42136320	42179590	42142210	42169765	+
ENST00000427482	SH3GL3	ENSG00000140600	SH3GL3	15	84115980	84287495	84116286	84287036	+
ENST00000427569	AARSD1	ENSG00000266967	AARSD1	17	41102543	41116515	41102613	41116457	-
ENST00000427575	DOHH	ENSG00000129932	DOHH	19	3490819	3500938	3491493	3496812	-
ENST00000427587	FAM86A	ENSG00000118894	FAM86A	16	5134305	5147809	5135636	5147740	-
ENST00000427624	ZNF837	ENSG00000152475	ZNF837	19	58878985	58892427	58879107	58880699	-
ENST00000427683	EFNA4	ENSG00000243364	EFNA4	1	155036207	155042029	155036300	155041646	+
ENST00000427716	FGD4	ENSG00000139132	FGD4	12	32552463	32798984	32729292	32793464	+
ENST00000427721	RP11-295K3.1	ENSG00000250644	RP11-295K3.1	11	1768897	1780281	1768897	1780281	-
ENST00000427738	CYLD	ENSG00000083799	CYLD	16	50775961	50835846	50783610	50830416	+
ENST00000427805	RPL36A	ENSG00000241343	RPL36A	X	100645812	100651105	100645924	100650733	+
ENST00000427836	PLEKHM3	ENSG00000178385	PLEKHM3	2	208693027	208890284	208693046	208866363	-
ENST00000427937	AC138647.1	ENSG00000226490	AC138647.1	8	142524738	142528837	142524797	142528812	+
ENST00000427939	FBXO24	ENSG00000106336	FBXO24	7	100181605	100198740	100187264	100198519	+
ENST00000427980	ATXN1L	ENSG00000224470	ATXN1L	16	71879894	71919171	71883644	71885710	+
ENST00000427982	GDNF	ENSG00000168621	GDNF	5	37812779	37839788	37815756	37835760	-
ENST00000428041	ARHGAP11B	ENSG00000187951	ARHGAP11B	15	30916697	31065196	30919024	30927830	+
ENST00000428046	ADAL	ENSG00000168803	ADAL	15	43622872	43646096	43627306	43644140	+
ENST00000428135	SNX13	ENSG00000071189	SNX13	7	17830385	17980124	17833672	17979918	-
ENST00000428149	ALKBH8	ENSG00000137760	ALKBH8	11	107373452	107436472	107375387	107431619	-
ENST00000428155	CASP16	ENSG00000228146	CASP16	16	3194220	3199964	3197340	3199806	+
ENST00000428168	PRH1	ENSG00000231887	PRH1	12	11033610	11036854	11034837	11036816	-
ENST00000428173	NRK	ENSG00000123572	NRK	X	105066536	105202602	105066839	105199589	+
ENST00000428202	POC5	ENSG00000152359	POC5	5	74969949	75013313	74970263	75008762	-
ENST00000428216	MAVS	ENSG00000088888	MAVS	20	3827487	3849280	3835272	3846791	+
ENST00000428239	CDC7	ENSG00000097046	CDC7	1	91966408	91991321	91967274	91989989	+
ENST00000428304	ABHD4	ENSG00000100439	ABHD4	14	23067146	23081265	23067216	23079851	+
