transcript	classification	median_mcr_mis_oe
ENST00000393409	B/LB	0.88905
ENST00000393486	B/LB	1.1245
ENST00000393545	P/LP	0.97387
ENST00000393545	B/LB	0.97387
ENST00000393676	P/LP	0.85244
ENST00000393676	B/LB	0.85244
ENST00000393703	B/LB	0.99312
ENST00000393708	P/LP	0.95029
ENST00000393708	B/LB	0.95029
ENST00000393795	B/LB	0.95021
ENST00000393818	P/LP	0.99443
ENST00000393818	B/LB	0.99443
ENST00000393845	B/LB	0.93048
ENST00000393868	P/LP	1.0003
ENST00000393868	B/LB	1.0003
ENST00000393892	B/LB	0.99746
ENST00000394067	B/LB	0.73331
ENST00000394070	P/LP	0.9097
ENST00000394070	B/LB	0.9097
ENST00000394144	B/LB	0.86712
ENST00000394222	P/LP	1.0236
ENST00000394222	B/LB	1.0236
ENST00000394308	P/LP	0.76205
ENST00000394308	B/LB	0.76205
ENST00000394329	P/LP	0.97694
ENST00000394329	B/LB	0.97694
ENST00000394412	P/LP	1.0902
ENST00000394412	B/LB	1.0902
ENST00000394420	B/LB	0.64117
ENST00000394432	P/LP	0.81509
ENST00000394432	B/LB	0.81509
ENST00000394434	P/LP	0.8929
ENST00000394434	B/LB	0.8929
ENST00000394479	B/LB	1.0026
ENST00000394549	P/LP	0.96235
ENST00000394549	B/LB	0.96235
ENST00000394573	B/LB	1.018
ENST00000394636	B/LB	0.95128
ENST00000394708	B/LB	0.98464
ENST00000394817	B/LB	0.87319
ENST00000394876	P/LP	0.95976
ENST00000394876	B/LB	0.95976
ENST00000394894	B/LB	0.86026
ENST00000394900	P/LP	0.91968
ENST00000394900	B/LB	0.91968
ENST00000395105	P/LP	0.90605
ENST00000395105	B/LB	0.90605
ENST00000395144	B/LB	0.84774
ENST00000395176	P/LP	1.0968
ENST00000395176	B/LB	1.0968
ENST00000395310	B/LB	0.90404
ENST00000395503	B/LB	0.82103
ENST00000395952	B/LB	0.72967
ENST00000396027	P/LP	0.92994
ENST00000396027	B/LB	0.92994
ENST00000396105	B/LB	0.80741
ENST00000396124	P/LP	1.0395
ENST00000396124	B/LB	1.0395
ENST00000396271	B/LB	0.86739
ENST00000396388	B/LB	1.1531
ENST00000396398	P/LP	0.90495
ENST00000396398	B/LB	0.90495
ENST00000396442	B/LB	0.711095
ENST00000396463	P/LP	0.97007
ENST00000396463	B/LB	1.3159
ENST00000396553	P/LP	0.86671
ENST00000396553	B/LB	0.86671
ENST00000396705	P/LP	0.685685
ENST00000396819	P/LP	0.74533
ENST00000396819	B/LB	1.0039
ENST00000396864	B/LB	0.60642
ENST00000396954	P/LP	1.0396
ENST00000396954	B/LB	1.0396
ENST00000397119	P/LP	0.57313
ENST00000397119	B/LB	0.57313
ENST00000397166	P/LP	0.73774
ENST00000397166	B/LB	0.90679
ENST00000397292	P/LP	0.94588
ENST00000397292	B/LB	0.94588
ENST00000397345	P/LP	0.924
ENST00000397345	B/LB	0.924
ENST00000397375	P/LP	1.2497
ENST00000397375	B/LB	1.2497
ENST00000397457	P/LP	1.042
ENST00000397457	B/LB	1.042
ENST00000397527	B/LB	0.87134
ENST00000397545	P/LP	0.97279
ENST00000397545	B/LB	0.97279
ENST00000397676	P/LP	1.0908
ENST00000397676	B/LB	0.82109
ENST00000397746	B/LB	1.1247
ENST00000397801	P/LP	1.0062
ENST00000397801	B/LB	1.0062
ENST00000397809	P/LP	0.90828
ENST00000397809	B/LB	0.90828
ENST00000397901	P/LP	1.0415
ENST00000397901	B/LB	1.0415
ENST00000397985	P/LP	1.0839
ENST00000397985	B/LB	1.0839
ENST00000398019	P/LP	1.1442
ENST00000398019	B/LB	1.1442
ENST00000398145	P/LP	0.98711
ENST00000398145	B/LB	0.98711
ENST00000398208	P/LP	1.0986
ENST00000398208	B/LB	1.0986
ENST00000398545	B/LB	1.0218
ENST00000398752	P/LP	0.7134
ENST00000398752	B/LB	0.65062
ENST00000398795	B/LB	1.0827
ENST00000399132	B/LB	0.98177
ENST00000399135	P/LP	0.90854
ENST00000399135	B/LB	0.90854
ENST00000399233	B/LB	0.68825
ENST00000399277	B/LB	1.1488
ENST00000399397	P/LP	1.0281
ENST00000399397	B/LB	1.0281
ENST00000399546	B/LB	0.92905
ENST00000399668	P/LP	0.92104
ENST00000399668	B/LB	1.0752
ENST00000399744	P/LP	0.98191
ENST00000399770	P/LP	1.0694
ENST00000399770	B/LB	1.0694
ENST00000399820	P/LP	0.88377
ENST00000399820	B/LB	0.88377
ENST00000399837	P/LP	0.98795
ENST00000399837	B/LB	0.98795
ENST00000399881	B/LB	1.0001
ENST00000400017	P/LP	0.96134
ENST00000400017	B/LB	0.96134
ENST00000400335	B/LB	0.89302
ENST00000400382	B/LB	0.63627
ENST00000400521	B/LB	0.87745
ENST00000400723	B/LB	0.93235
ENST00000400897	B/LB	1.0288
ENST00000401061	P/LP	1.0756
ENST00000401061	B/LB	1.0756
ENST00000401500	P/LP	0.80711
ENST00000401500	B/LB	1.0488
ENST00000401548	P/LP	0.92797
ENST00000401548	B/LB	1.0281
ENST00000402050	P/LP	1.145
ENST00000402050	B/LB	1.145
ENST00000402192	P/LP	0.96244
ENST00000402192	B/LB	0.96244
ENST00000402673	P/LP	0.84192
ENST00000402686	P/LP	0.92109
ENST00000402686	B/LB	0.92109
ENST00000402696	P/LP	0.84873
ENST00000402696	B/LB	0.84873
ENST00000402739	B/LB	0.77806
ENST00000402744	B/LB	0.85242
ENST00000402774	P/LP	0.94569
ENST00000402774	B/LB	0.94569
ENST00000403601	B/LB	1.0181
ENST00000403662	B/LB	0.85147
ENST00000403729	P/LP	1.0195
ENST00000403729	B/LB	1.0195
ENST00000404459	B/LB	1.0438
ENST00000404537	P/LP	1.1753
ENST00000404537	B/LB	1.0096
ENST00000404739	P/LP	0.69248
ENST00000404739	B/LB	0.69248
ENST00000404789	P/LP	1.0324
ENST00000404789	B/LB	1.0324
ENST00000404816	B/LB	1.0222
ENST00000404929	P/LP	1.0527
ENST00000404929	B/LB	1.0527
ENST00000405303	B/LB	0.783495
ENST00000406938	P/LP	1.0283
ENST00000406938	B/LB	1.0283
ENST00000407010	P/LP	1.1401
ENST00000407010	B/LB	1.1401
ENST00000407086	P/LP	0.78658
ENST00000407086	B/LB	0.83696
ENST00000407559	P/LP	0.98212
ENST00000407559	B/LB	0.98212
ENST00000409012	B/LB	1.1437
ENST00000409074	P/LP	1.1564
ENST00000409074	B/LB	1.1564
ENST00000409134	P/LP	0.94253
ENST00000409134	B/LB	0.94253
ENST00000409155	P/LP	0.72474
ENST00000409155	B/LB	0.72474
ENST00000409379	P/LP	1.0099
ENST00000409379	B/LB	1.0099
ENST00000409644	P/LP	0.94249
ENST00000409644	B/LB	0.94249
ENST00000409690	B/LB	1.0052
ENST00000409874	B/LB	0.85681
ENST00000409883	B/LB	0.99311
ENST00000410020	P/LP	0.97198
ENST00000410020	B/LB	0.97198
ENST00000410022	P/LP	0.99799
ENST00000410087	P/LP	1.0298
ENST00000410087	B/LB	1.0298
ENST00000411641	B/LB	1.0206
ENST00000411696	B/LB	0.90207
ENST00000411948	B/LB	1.0483
ENST00000412997	P/LP	1.0528
ENST00000412997	B/LB	1.0528
ENST00000413139	P/LP	0.77215
ENST00000413139	B/LB	0.77215
ENST00000414202	P/LP	1.1129
ENST00000414202	B/LB	1.1701
ENST00000415738	B/LB	1.045
ENST00000416858	P/LP	0.88687
ENST00000416858	B/LB	0.88687
ENST00000417368	P/LP	0.91669
ENST00000417368	B/LB	0.91669
ENST00000418476	B/LB	0.97407
ENST00000419304	P/LP	0.90591
ENST00000419304	B/LB	0.90591
ENST00000420323	P/LP	0.85908
ENST00000420323	B/LB	0.94887
ENST00000420581	P/LP	1.1111
ENST00000420581	B/LB	1.1111
ENST00000421054	P/LP	1.0465
ENST00000421054	B/LB	1.0465
ENST00000421367	P/LP	0.55534
ENST00000421807	P/LP	0.9382
ENST00000421807	B/LB	0.9382
ENST00000421865	P/LP	0.99621
ENST00000421865	B/LB	0.99621
ENST00000421985	P/LP	0.84998
ENST00000421985	B/LB	0.84998
ENST00000422440	P/LP	0.69456
ENST00000422440	B/LB	0.69456
ENST00000422447	P/LP	0.65796
ENST00000422447	B/LB	0.65796
ENST00000422774	B/LB	1.0393
ENST00000422843	P/LP	0.80271
ENST00000422843	B/LB	0.80271
ENST00000423312	B/LB	1.0799
ENST00000423729	B/LB	0.55663
ENST00000423855	B/LB	1.0714
ENST00000424014	P/LP	0.72303
ENST00000424014	B/LB	0.72303
ENST00000424120	P/LP	0.95739
ENST00000424120	B/LB	0.95739
ENST00000424201	P/LP	1.0592
ENST00000424201	B/LB	0.71993
ENST00000424728	B/LB	0.96106
ENST00000425042	B/LB	0.82167
ENST00000426508	P/LP	1.0369
ENST00000426508	B/LB	1.0369
ENST00000427043	B/LB	1.0325
ENST00000428149	B/LB	0.95884
ENST00000428847	B/LB	0.89948
ENST00000429644	P/LP	1.0011
ENST00000429644	B/LB	1.0011
ENST00000431016	P/LP	0.64281
ENST00000431016	B/LB	1.2598
ENST00000431156	B/LB	0.95158
ENST00000431388	P/LP	1.0014
ENST00000431388	B/LB	1.0014
ENST00000432829	P/LP	1.09875
ENST00000432829	B/LB	1.1514
ENST00000433363	P/LP	0.8797
ENST00000433363	B/LB	0.8797
ENST00000433389	P/LP	0.80662
ENST00000433389	B/LB	0.80662
ENST00000433642	B/LB	0.97383
ENST00000433935	B/LB	0.95015
ENST00000433985	P/LP	0.90079
ENST00000433985	B/LB	0.90079
ENST00000434618	B/LB	0.87346
ENST00000434634	P/LP	1.0429
ENST00000434634	B/LB	1.0429
ENST00000434758	P/LP	1.119
ENST00000434758	B/LB	1.119
ENST00000436072	P/LP	1.0595
ENST00000436072	B/LB	1.0595
ENST00000436346	B/LB	0.83053
ENST00000436636	B/LB	0.86679
ENST00000436784	B/LB	0.99612
ENST00000437048	P/LP	0.87379
ENST00000437048	B/LB	0.87379
ENST00000437139	P/LP	0.86636
ENST00000438666	P/LP	0.9286
ENST00000438666	B/LB	0.9286
ENST00000438773	P/LP	0.80989
ENST00000438773	B/LB	0.80989
ENST00000439140	B/LB	0.79741
ENST00000439211	B/LB	0.47218
ENST00000439388	B/LB	0.98388
ENST00000439502	P/LP	0.95372
ENST00000439502	B/LB	0.95372
ENST00000439561	P/LP	0.86213
ENST00000439561	B/LB	0.86213
ENST00000439986	P/LP	1.0271
ENST00000439986	B/LB	1.0271
ENST00000440940	P/LP	1.0659
ENST00000440940	B/LB	1.0659
ENST00000441236	P/LP	0.94841
ENST00000441236	B/LB	0.94841
ENST00000441545	P/LP	0.92326
ENST00000441545	B/LB	0.92326
ENST00000442488	B/LB	1.1367
ENST00000442510	P/LP	1.0269
ENST00000442510	B/LB	0.89345
ENST00000443024	B/LB	0.95792
ENST00000443193	B/LB	0.78854
ENST00000443236	B/LB	0.97476
ENST00000443617	P/LP	0.9658
ENST00000443617	B/LB	0.88083
ENST00000444024	P/LP	0.85909
ENST00000444024	B/LB	0.85909
ENST00000444124	P/LP	0.92395
ENST00000444124	B/LB	0.92395
ENST00000445177	P/LP	0.60624
ENST00000445177	B/LB	0.84585
ENST00000445369	P/LP	1.1263
ENST00000445609	P/LP	0.9599
ENST00000445609	B/LB	0.9599
ENST00000447110	B/LB	0.9387
ENST00000447513	P/LP	1.0554
ENST00000447513	B/LB	1.0554
ENST00000448120	B/LB	0.96834
ENST00000448276	B/LB	0.75695
ENST00000448666	P/LP	0.99493
ENST00000448666	B/LB	0.99493
ENST00000448814	B/LB	1.0165
ENST00000448843	P/LP	1.0368
ENST00000448843	B/LB	1.0368
ENST00000448866	P/LP	0.99805
ENST00000448866	B/LB	0.99805
ENST00000449606	P/LP	1.1483
ENST00000449606	B/LB	1.1483
ENST00000450053	P/LP	0.71412
ENST00000450053	B/LB	0.88375
ENST00000450168	P/LP	1.1182
ENST00000450168	B/LB	1.1182
ENST00000450536	B/LB	0.87373
ENST00000450849	P/LP	0.87762
ENST00000452671	P/LP	0.92425
ENST00000452671	B/LB	0.92425
ENST00000453061	P/LP	1.019
ENST00000453061	B/LB	1.019
ENST00000453066	B/LB	0.75349
ENST00000453190	P/LP	0.98659
ENST00000453190	B/LB	0.98659
ENST00000453269	P/LP	1.0038
ENST00000453269	B/LB	1.0038
ENST00000453321	P/LP	0.92278
ENST00000453321	B/LB	0.92278
ENST00000455146	P/LP	1.0027
ENST00000455146	B/LB	1.0027
ENST00000456849	P/LP	0.89667
ENST00000456849	B/LB	0.89667
ENST00000456935	P/LP	0.94166
ENST00000456935	B/LB	0.94166
ENST00000457542	B/LB	0.98827
ENST00000458235	P/LP	0.77248
ENST00000458235	B/LB	0.770495
ENST00000458521	P/LP	0.86539
ENST00000458573	B/LB	0.9343
ENST00000460012	B/LB	0.96921
ENST00000468148	B/LB	0.88218
ENST00000469408	P/LP	0.914
ENST00000469408	B/LB	0.914
ENST00000471389	B/LB	0.90923
ENST00000471889	P/LP	0.78154
ENST00000471889	B/LB	0.78154
ENST00000472487	B/LB	0.94807
ENST00000474627	B/LB	0.90199
ENST00000476371	P/LP	0.9161
ENST00000476371	B/LB	0.9161
ENST00000476379	B/LB	0.98912
ENST00000476993	B/LB	1.2326
ENST00000477737	B/LB	0.99357
ENST00000477853	P/LP	0.95045
ENST00000477853	B/LB	0.95045
ENST00000478722	P/LP	0.68311
ENST00000478722	B/LB	0.5975
ENST00000480456	B/LB	0.89023
ENST00000484259	P/LP	0.99464
ENST00000484259	B/LB	0.99464
ENST00000484310	P/LP	0.97774
ENST00000484310	B/LB	0.97774
ENST00000486715	P/LP	0.92955
ENST00000486715	B/LB	0.92955
ENST00000487273	B/LB	0.70581
ENST00000487418	P/LP	0.86044
ENST00000487418	B/LB	0.86044
ENST00000487519	P/LP	0.78643
ENST00000487519	B/LB	0.78643
ENST00000494664	P/LP	0.94205
ENST00000494664	B/LB	0.94205
ENST00000496166	B/LB	1.0565
ENST00000498286	P/LP	0.89101
ENST00000498286	B/LB	0.89101
ENST00000498737	B/LB	0.89358
ENST00000499869	B/LB	0.84414
ENST00000500704	B/LB	0.95275
ENST00000502396	B/LB	1.0831
ENST00000503335	P/LP	0.90248
ENST00000503335	B/LB	0.90248
ENST00000503581	P/LP	1.0828
ENST00000503581	B/LB	1.0828
ENST00000503731	P/LP	1.1853
ENST00000504942	B/LB	1.0257
ENST00000508775	B/LB	1.0317
ENST00000509305	P/LP	0.86386
ENST00000509305	B/LB	0.86386
ENST00000510025	P/LP	1.1027
ENST00000510025	B/LB	1.1027
ENST00000510461	P/LP	0.86068
ENST00000510461	B/LB	0.86068
ENST00000511148	B/LB	0.96154
ENST00000511685	P/LP	0.922355
ENST00000511685	B/LB	0.85331
ENST00000511912	P/LP	0.95337
ENST00000511912	B/LB	1.0142
ENST00000512123	P/LP	0.97172
ENST00000512123	B/LB	0.97172
ENST00000512982	B/LB	1.0749
ENST00000513154	B/LB	1.0653
ENST00000513312	P/LP	0.90269
ENST00000513312	B/LB	0.90269
ENST00000513398	B/LB	1.0379
ENST00000513973	P/LP	0.8347
ENST00000513973	B/LB	0.8347
ENST00000514170	P/LP	0.91103
ENST00000514170	B/LB	0.91103
ENST00000514224	P/LP	1.1152
ENST00000514224	B/LB	1.1152
ENST00000515837	P/LP	0.91049
ENST00000515837	B/LB	0.91049
ENST00000517566	B/LB	0.99543
ENST00000517717	P/LP	0.99568
ENST00000517717	B/LB	0.99568
ENST00000518632	P/LP	0.93295
ENST00000518632	B/LB	0.93295
ENST00000519602	B/LB	1.0155
ENST00000519638	P/LP	0.59661
ENST00000519937	P/LP	0.87741
ENST00000519937	B/LB	0.87741
ENST00000520113	B/LB	0.7095
ENST00000520908	P/LP	0.725
ENST00000520908	B/LB	0.73406
ENST00000521508	P/LP	0.92426
ENST00000521508	B/LB	0.92426
ENST00000523731	B/LB	0.84909
ENST00000524377	P/LP	0.82037
ENST00000524377	B/LB	0.82037
ENST00000524407	P/LP	1.0246
ENST00000524407	B/LB	1.0246
ENST00000525445	B/LB	1.2446
ENST00000525621	P/LP	0.85554
ENST00000525621	B/LB	0.85554
ENST00000527353	B/LB	0.97182
ENST00000528667	P/LP	0.70957
ENST00000528667	B/LB	0.84006
ENST00000528718	P/LP	0.88355
ENST00000528718	B/LB	0.88355
ENST00000529221	P/LP	0.968
ENST00000529221	B/LB	0.968
ENST00000529249	B/LB	1.0009
ENST00000530997	B/LB	0.9965
ENST00000532405	B/LB	0.88925
ENST00000532485	P/LP	0.67057
ENST00000532485	B/LB	0.67057
ENST00000532917	P/LP	1.0049
ENST00000532917	B/LB	1.0049
ENST00000533028	P/LP	0.80474
ENST00000533028	B/LB	0.80474
ENST00000533632	P/LP	1.0193
ENST00000533718	B/LB	0.97354
ENST00000534526	P/LP	0.74149
ENST00000534526	B/LB	0.96476
ENST00000534548	B/LB	1.0766
ENST00000534898	B/LB	0.93584
ENST00000535342	B/LB	0.98895
ENST00000535359	B/LB	1.0275
ENST00000536324	B/LB	0.94081
ENST00000536354	B/LB	1.0521
ENST00000537235	B/LB	0.98713
ENST00000538922	P/LP	0.86806
ENST00000538922	B/LB	0.86806
ENST00000538936	P/LP	0.82618
ENST00000538936	B/LB	0.82618
ENST00000539261	B/LB	0.95759
ENST00000539909	P/LP	0.75521
ENST00000539909	B/LB	0.75521
ENST00000541036	B/LB	0.94394
ENST00000541682	P/LP	1.0444
ENST00000542754	P/LP	0.9609
ENST00000542754	B/LB	0.9609
ENST00000542838	P/LP	0.78689
ENST00000542838	B/LB	0.82363
ENST00000544898	P/LP	0.91143
ENST00000544898	B/LB	0.91143
ENST00000544916	B/LB	0.20692
ENST00000545712	P/LP	0.93797
ENST00000545712	B/LB	0.93797
ENST00000547103	P/LP	1.0325
ENST00000547103	B/LB	1.0325
ENST00000549336	P/LP	0.68646
ENST00000549336	B/LB	0.842045
ENST00000549994	P/LP	0.87749
ENST00000549994	B/LB	0.87749
ENST00000550735	B/LB	0.91679
ENST00000551295	B/LB	0.8082
ENST00000551765	P/LP	1.1148
ENST00000552283	B/LB	0.93652
ENST00000552981	B/LB	1.2038
ENST00000553106	P/LP	1.0668
ENST00000553106	B/LB	1.0668
ENST00000553458	B/LB	0.8332
ENST00000555619	P/LP	0.91035
ENST00000555619	B/LB	0.91035
ENST00000556816	P/LP	0.9441
ENST00000557943	P/LP	0.86012
ENST00000557943	B/LB	0.86012
ENST00000561421	P/LP	0.90678
ENST00000561421	B/LB	0.90678
ENST00000561981	P/LP	0.98205
ENST00000561981	B/LB	0.98205
ENST00000562787	B/LB	1.0036
ENST00000563236	P/LP	0.97915
ENST00000563236	B/LB	0.97915
ENST00000563290	B/LB	0.94073
ENST00000563588	P/LP	0.90967
ENST00000564079	B/LB	0.74041
ENST00000565504	P/LP	1.4243
ENST00000566621	P/LP	0.89262
ENST00000566621	B/LB	0.89262
ENST00000572705	P/LP	0.97282
ENST00000572705	B/LB	0.97282
ENST00000572933	B/LB	0.8794
ENST00000573584	B/LB	1.0111
ENST00000574091	B/LB	0.99686
ENST00000583313	B/LB	0.55833
ENST00000584701	P/LP	1.031
ENST00000584701	B/LB	1.031
ENST00000586659	B/LB	0.95953
ENST00000588479	P/LP	0.94733
ENST00000588479	B/LB	0.94733
ENST00000588981	P/LP	1.2718
ENST00000588981	B/LB	1.2718
ENST00000589210	B/LB	0.89362
ENST00000590602	B/LB	0.99524
ENST00000591998	B/LB	0.87763
ENST00000592554	B/LB	1.0411
ENST00000593993	P/LP	0.95134
ENST00000593993	B/LB	0.95134
ENST00000594814	B/LB	1.0029
ENST00000596399	P/LP	0.94464
ENST00000596399	B/LB	0.94464
ENST00000596536	P/LP	0.72104
ENST00000596536	B/LB	0.72104
ENST00000597188	P/LP	0.7053
ENST00000597188	B/LB	0.7053
ENST00000598249	P/LP	0.85327
ENST00000598249	B/LB	0.85327
ENST00000599672	B/LB	0.97191
ENST00000600737	P/LP	0.76985
ENST00000600737	B/LB	0.99627
ENST00000602402	B/LB	0.8886
ENST00000602624	P/LP	0.91657
ENST00000602624	B/LB	0.91657
ENST00000604641	B/LB	1.0599
ENST00000606911	P/LP	0.79054
ENST00000606911	B/LB	1.2508
ENST00000607484	B/LB	0.85738
ENST00000607714	P/LP	0.95865
ENST00000607714	B/LB	0.95865
ENST00000607778	P/LP	0.96393
ENST00000608933	B/LB	0.78493
ENST00000610140	P/LP	0.88279
ENST00000610179	P/LP	1.0285
ENST00000610179	B/LB	1.0285
ENST00000610722	P/LP	0.95313
ENST00000610722	B/LB	0.95313
ENST00000610745	P/LP	1.1823
ENST00000610745	B/LB	1.1823
ENST00000611255	P/LP	0.99691
ENST00000611255	B/LB	0.99691
ENST00000611582	P/LP	0.91449
ENST00000611582	B/LB	0.91449
ENST00000611957	B/LB	1.0139
ENST00000612814	P/LP	0.87897
ENST00000612814	B/LB	0.87897
ENST00000613122	B/LB	0.96641
ENST00000613128	P/LP	1.1437
ENST00000613128	B/LB	1.1437
ENST00000613206	P/LP	0.8036
ENST00000613206	B/LB	0.8036
ENST00000613694	B/LB	0.90524
ENST00000614032	B/LB	0.83387
ENST00000614341	P/LP	1.0549
ENST00000614341	B/LB	1.0549
ENST00000614443	P/LP	0.979
ENST00000614443	B/LB	0.979
ENST00000615138	P/LP	0.67022
ENST00000615138	B/LB	0.90211
ENST00000616317	B/LB	0.63214
ENST00000616540	P/LP	0.88091
ENST00000616540	B/LB	0.87728
ENST00000616987	B/LB	0.92153
ENST00000617285	B/LB	0.75982
ENST00000617429	P/LP	1.1587
ENST00000617429	B/LB	1.1587
ENST00000617714	P/LP	1.087
ENST00000617714	B/LB	1.087
ENST00000617979	P/LP	0.92846
ENST00000617979	B/LB	0.92846
ENST00000619189	P/LP	0.99573
ENST00000619189	B/LB	0.99573
ENST00000619609	P/LP	0.986
ENST00000619609	B/LB	0.986
ENST00000619706	P/LP	0.92886
ENST00000619706	B/LB	0.92886
ENST00000620676	P/LP	0.696105
ENST00000620676	B/LB	0.89332
ENST00000621158	B/LB	1.0917
ENST00000621439	P/LP	0.93143
ENST00000621439	B/LB	0.93143
ENST00000621676	P/LP	0.88025
ENST00000621676	B/LB	0.69021
ENST00000622030	P/LP	1.0759
ENST00000622030	B/LB	1.0759
ENST00000622186	P/LP	0.52526
ENST00000622235	P/LP	0.69925
ENST00000622235	B/LB	1.0078
ENST00000622500	P/LP	0.95815
ENST00000622500	B/LB	0.95815
ENST00000623063	P/LP	0.79443
ENST00000623063	B/LB	0.79443
ENST00000623527	P/LP	1.063
ENST00000623527	B/LB	1.063
ENST00000628067	P/LP	0.86453
ENST00000628067	B/LB	0.86453
ENST00000631683	B/LB	0.93196
ENST00000634258	P/LP	0.69998
ENST00000634258	B/LB	0.91708
ENST00000635253	P/LP	0.84652
ENST00000635253	B/LB	0.77681
ENST00000636147	P/LP	0.92579
ENST00000636147	B/LB	0.92579
ENST00000636260	P/LP	0.96405
ENST00000636260	B/LB	0.96405
ENST00000636358	P/LP	0.89473
ENST00000636358	B/LB	0.89473
ENST00000637265	B/LB	0.8057
ENST00000639828	P/LP	0.7495
ENST00000640051	P/LP	0.96503
ENST00000640051	B/LB	0.96503
ENST00000640217	P/LP	0.94647
ENST00000640217	B/LB	0.94647
ENST00000640252	P/LP	1.0069
ENST00000640252	B/LB	1.0069
ENST00000640769	P/LP	0.9756
ENST00000640769	B/LB	0.9756
ENST00000640888	P/LP	0.80084
ENST00000640888	B/LB	0.3624
ENST00000641023	P/LP	0.92018
ENST00000641023	B/LB	0.92018
ENST00000641686	P/LP	0.87629
ENST00000641686	B/LB	0.87629
ENST00000642017	P/LP	0.84704
ENST00000642050	P/LP	0.9002
ENST00000642050	B/LB	0.9002
ENST00000642195	P/LP	1.1255
ENST00000642195	B/LB	1.1255
ENST00000642557	B/LB	0.92372
ENST00000642610	P/LP	1.0026
ENST00000642610	B/LB	1.0026
ENST00000642816	P/LP	0.90623
ENST00000642816	B/LB	0.90623
ENST00000642920	P/LP	0.99526
ENST00000642920	B/LB	0.99526
ENST00000642928	P/LP	0.9472
ENST00000642948	P/LP	0.98599
ENST00000642948	B/LB	0.98599
ENST00000643116	P/LP	1.0389
ENST00000643116	B/LB	1.0389
ENST00000643185	P/LP	1.0284
ENST00000643185	B/LB	1.0284
ENST00000643273	P/LP	1.0841
ENST00000643273	B/LB	1.0841
ENST00000643606	P/LP	0.99061
ENST00000643606	B/LB	0.99061
ENST00000643944	P/LP	1.0626
ENST00000643944	B/LB	1.0626
ENST00000644144	P/LP	0.83906
ENST00000644144	B/LB	0.83906
ENST00000644224	P/LP	0.99213
ENST00000644224	B/LB	0.99213
ENST00000644252	B/LB	0.90499
ENST00000644269	P/LP	1.191
ENST00000644269	B/LB	1.191
ENST00000644371	P/LP	0.94249
ENST00000644371	B/LB	0.94249
ENST00000644384	P/LP	1.0286
ENST00000644384	B/LB	1.0286
ENST00000644452	P/LP	0.99514
ENST00000644452	B/LB	0.99514
ENST00000644510	P/LP	0.815
ENST00000644510	B/LB	0.815
ENST00000644580	P/LP	0.99073
ENST00000644580	B/LB	0.99073
ENST00000644641	P/LP	0.82792
ENST00000644641	B/LB	0.96719
ENST00000644823	P/LP	0.80347
ENST00000644823	B/LB	0.80347
ENST00000644861	P/LP	1.102
ENST00000644861	B/LB	1.102
ENST00000644903	P/LP	0.58621
ENST00000644935	B/LB	0.98062
ENST00000645214	P/LP	0.84211
ENST00000645214	B/LB	0.84211
ENST00000645284	P/LP	0.98046
ENST00000645284	B/LB	0.87752
ENST00000645319	P/LP	0.74337
ENST00000645319	B/LB	0.74337
ENST00000645361	B/LB	1.1283
ENST00000645393	P/LP	0.99163
ENST00000645393	B/LB	0.99163
ENST00000645495	B/LB	0.86975
ENST00000645534	P/LP	1.2199
ENST00000645534	B/LB	0.79604
ENST00000645668	P/LP	0.61606
ENST00000645846	P/LP	0.86856
ENST00000645846	B/LB	0.86856
ENST00000646100	P/LP	0.92286
ENST00000646100	B/LB	0.92286
ENST00000646101	P/LP	0.886
ENST00000646101	B/LB	0.886
ENST00000646241	P/LP	0.91987
ENST00000646241	B/LB	0.85329
ENST00000646641	B/LB	0.73919
ENST00000646651	P/LP	0.83863
ENST00000646932	P/LP	0.76993
ENST00000646932	B/LB	1.1285
ENST00000647097	P/LP	0.96913
ENST00000647097	B/LB	0.96913
ENST00000647165	P/LP	0.8928
ENST00000647165	B/LB	0.8928
ENST00000647211	P/LP	0.99099
ENST00000647211	B/LB	0.99099
ENST00000647374	P/LP	0.99048
ENST00000647374	B/LB	0.99048
ENST00000647468	P/LP	0.78998
ENST00000647468	B/LB	0.78998
ENST00000647563	B/LB	0.94931
ENST00000647789	P/LP	1.159
ENST00000647789	B/LB	1.159
ENST00000647814	P/LP	0.98366
ENST00000647814	B/LB	0.98366
ENST00000647874	P/LP	0.8725
ENST00000647874	B/LB	0.8725
ENST00000647897	P/LP	1.0931
ENST00000648477	P/LP	0.83851
ENST00000648477	B/LB	0.83851
ENST00000648817	P/LP	0.98329
ENST00000648817	B/LB	0.98329
ENST00000648915	P/LP	0.83603
ENST00000648915	B/LB	0.83603
ENST00000648994	P/LP	1.205
ENST00000649046	P/LP	0.82848
ENST00000649046	B/LB	0.91922
ENST00000649156	P/LP	0.9279
ENST00000649217	P/LP	0.76212
ENST00000649217	B/LB	0.76212
ENST00000649238	B/LB	0.93237
ENST00000649286	P/LP	0.89018
ENST00000649286	B/LB	0.89018
ENST00000649409	P/LP	0.9037
ENST00000649409	B/LB	0.9037
ENST00000649529	B/LB	0.98056
ENST00000649637	P/LP	0.77429
ENST00000649637	B/LB	0.77429
ENST00000649689	P/LP	0.87167
ENST00000649689	B/LB	0.87167
ENST00000649794	P/LP	1.1104
ENST00000649794	B/LB	1.1104
ENST00000649813	P/LP	0.709
