gene	gene_id	transcript	transcript_mis_oe	transcript_cds_length	n_mcrs	min_mcr_mis_oe	min_mcr_oe_cds_length	loeuf	loeuf_decile	genebayes_shet_decile	roulette_shet_decile	omim_disease_inheritance	ddg2p_monoallelic_strong_def
H2BC14	ENSG00000273703	ENST00000621112	1.4237	378	1	1.423724706	NA	NA	NA	NA	1	No OMIM disease association	FALSE
NSG1	ENSG00000168824	ENST00000621129	0.97361	555	1	0.9735973597	NA	0.7925910764	4	5	4	No OMIM disease association	FALSE
CMKLR2	ENSG00000183671	ENST00000621141	0.97162	1065	1	0.9716265659	NA	4.14782625	10	2	1	No OMIM disease association	FALSE
CREB3L1	ENSG00000157613	ENST00000621158	0.97424	1557	3	0.6313545425	315	0.7870800467	4	9	9	Autosomal recessive only	FALSE
IFI27	ENSG00000165949	ENST00000621160	0.96407	366	1	0.9640999619	NA	0.9139456235	5	4	3	No OMIM disease association	FALSE
RAB11FIP4	ENSG00000131242	ENST00000621161	0.72925	1911	1	0.7292426294	NA	0.3903661916	2	9	9	No OMIM disease association	FALSE
KRTAP7-1	ENSG00000274749	ENST00000621162	0.93072	261	1	0.9307626555	NA	8.148633282	10	NA	1	No OMIM disease association	FALSE
GABRR3	ENSG00000183185	ENST00000621172	1.0065	1401	1	1.006482727	NA	1.351766199	8	NA	6	No OMIM disease association	FALSE
SYN2	ENSG00000157152	ENST00000621198	1.0183	1746	1	1.018319339	NA	0.4922843556	2	NA	6	Autosomal dominant only	FALSE
PLP1	ENSG00000123560	ENST00000621218	0.50646	831	1	0.5064634382	NA	0.6518009288	3	10	NA	Other inheritance type	TRUE
ENSG00000274944	ENSG00000274944	ENST00000621281	0.8398	330	1	0.8397826445	NA	NA	NA	NA	9	No OMIM disease association	FALSE
MLLT6	ENSG00000275023	ENST00000621332	0.83165	3279	7	0	34	0.3054405421	1	NA	9	No OMIM disease association	FALSE
ZNF658	ENSG00000274349	ENST00000621410	0.66007	3177	10	0.07384106449	159	1.313208963	8	NA	NA	No OMIM disease association	FALSE
SAP18	ENSG00000150459	ENST00000621421	0.75082	516	2	0.549532897	460	0.7290375427	4	6	7	No OMIM disease association	FALSE
NOL4L	ENSG00000197183	ENST00000621426	0.70315	2040	4	0.4213567688	326	0.1885652362	1	10	10	No OMIM disease association	FALSE
ARSG	ENSG00000141337	ENST00000621439	0.93143	1575	1	0.9314240867	NA	0.8981176598	5	2	1	Autosomal recessive only	FALSE
EXOC5	ENSG00000070367	ENST00000621441	0.68508	2124	9	0.3062693333	77	0.3132151428	1	10	10	No OMIM disease association	FALSE
COPZ2	ENSG00000005243	ENST00000621465	1.0023	630	1	1.002286585	NA	1.266449158	8	3	3	No OMIM disease association	FALSE
MAPKAPK3	ENSG00000114738	ENST00000621469	0.80706	1146	5	0.4252303331	171	0.8255907439	5	6	3	No OMIM disease association	FALSE
GPHB5	ENSG00000179600	ENST00000621500	0.94825	390	1	0.9482301667	NA	1.914040802	10	NA	4	No OMIM disease association	FALSE
SYNJ2BP-COX16	ENSG00000258644	ENST00000621525	0.92747	546	1	0.9274759082	NA	1.132304917	7	NA	2	No OMIM disease association	FALSE
WTAP	ENSG00000146457	ENST00000621533	0.62673	1188	2	0.4172171615	746	0.2177379571	1	10	10	No OMIM disease association	FALSE
MYC	ENSG00000136997	ENST00000621592	0.86242	1362	5	0.1795977011	41	0.151903357	1	10	10	Other inheritance type	FALSE
DDX24	ENSG00000089737	ENST00000621632	0.95187	2577	3	0.1872191712	40	0.4453060628	2	8	7	No OMIM disease association	FALSE
ZNF8	ENSG00000278129	ENST00000621650	0.9107	1725	3	0.6703629032	459	1.326308176	8	NA	6	No OMIM disease association	FALSE
EPOP	ENSG00000273604	ENST00000621654	0.9131	1137	1	0.9130916903	NA	1.35719286	8	NA	NA	No OMIM disease association	FALSE
VPS11	ENSG00000160695	ENST00000621676	0.79832	2823	3	0.6902023007	1515	0.596295263	3	7	5	Autosomal recessive only	FALSE
ADNP	ENSG00000101126	ENST00000621696	0.85371	3306	10	0.1241773252	103	0.4168048149	2	10	10	Autosomal dominant only	TRUE
MRGPRX3	ENSG00000179826	ENST00000621697	1.0872	966	1	1.087193395	NA	2.642142019	10	2	1	No OMIM disease association	FALSE
ENSG00000286185	ENSG00000286185	ENST00000621744	1.0492	11529	4	0.03316089667	177	NA	NA	NA	NA	No OMIM disease association	FALSE
PDPN	ENSG00000162493	ENST00000621990	0.93778	486	1	0.9377945335	NA	0.7794415596	4	4	5	No OMIM disease association	FALSE
HNRNPCL2	ENSG00000275774	ENST00000621994	1.0026	879	1	1.002576453	NA	2.808638296	10	NA	NA	No OMIM disease association	FALSE
SCAMP1	ENSG00000085365	ENST00000621999	0.82649	1014	1	0.8264863424	NA	0.6390204511	3	9	10	No OMIM disease association	FALSE
SRD5A2	ENSG00000277893	ENST00000622030	1.0759	762	1	1.075933713	NA	1.379824635	9	NA	2	Autosomal recessive only	FALSE
ABCB1	ENSG00000085563	ENST00000622132	0.85292	3840	1	0.8528976651	NA	0.6885336246	4	7	7	Other inheritance type	FALSE
SLC6A6	ENSG00000131389	ENST00000622186	0.59041	1860	2	0.5252593468	1268	0.3096881269	1	9	9	Autosomal recessive only	FALSE
ENSG00000258529	ENSG00000258529	ENST00000622211	0.89795	2532	5	0.2900933133	56	NA	NA	NA	5	No OMIM disease association	FALSE
SCARF2	ENSG00000244486	ENST00000622235	0.88071	2598	3	0.6992612643	1050	0.5012629256	2	9	NA	Autosomal recessive only	FALSE
ENSG00000275674	ENSG00000275674	ENST00000622269	1.7535	311	1	1.753526393	NA	NA	NA	NA	7	No OMIM disease association	FALSE
ARL16	ENSG00000214087	ENST00000622299	1.1171	519	1	1.117117117	NA	1.788319304	9	2	1	No OMIM disease association	FALSE
AMY1C	ENSG00000187733	ENST00000622339	0.05189	1533	1	0.05189036603	NA	1.062403945	7	4	5	No OMIM disease association	FALSE
FBXO21	ENSG00000135108	ENST00000622495	0.73494	1863	6	0.05686664771	47	0.5270873997	3	9	9	No OMIM disease association	FALSE
GPIHBP1	ENSG00000277494	ENST00000622500	0.95815	552	1	0.9581484093	NA	1.211555951	8	NA	7	Autosomal recessive only	FALSE
LITAF	ENSG00000189067	ENST00000622633	0.96543	483	1	0.9654138157	NA	0.4943714175	2	7	5	Autosomal dominant only	FALSE
ARHGAP23	ENSG00000275832	ENST00000622683	0.84525	4473	6	0.3259404122	148	0.2022945146	1	NA	NA	No OMIM disease association	FALSE
BID	ENSG00000015475	ENST00000622694	0.88285	585	1	0.8828469862	NA	1.569882371	9	2	1	No OMIM disease association	FALSE
ARFRP1	ENSG00000101246	ENST00000622789	0.91594	603	1	0.9159220905	NA	0.7881916325	4	6	3	No OMIM disease association	FALSE
ADSL	ENSG00000239900	ENST00000623063	0.84633	1452	2	0.7944272028	1379	0.9437286345	6	6	5	Autosomal recessive only	FALSE
DOCK1	ENSG00000150760	ENST00000623213	0.80484	5658	9	0.1708914839	46	0.545754871	3	8	7	No OMIM disease association	FALSE
TRIM39-RPP21	ENSG00000248167	ENST00000623385	0.6767	1509	6	0.2130728381	151	0.788628298	4	9	9	No OMIM disease association	FALSE
CDHR1	ENSG00000148600	ENST00000623527	1.063	2577	1	1.06300977	NA	0.9488943947	6	2	2	Autosomal recessive only	FALSE
CDKL5	ENSG00000008086	ENST00000623535	0.59909	2880	2	0.352935784	863	0.420793912	2	10	NA	Other inheritance type	TRUE
FCGR1B	ENSG00000198019	ENST00000623603	0.76466	672	2	0.3976426926	281	2.386069092	10	1	NA	No OMIM disease association	FALSE
RAB6D	ENSG00000233087	ENST00000623617	0.51734	762	1	0.5891257211	NA	NA	NA	NA	1	No OMIM disease association	FALSE
NKAIN3	ENSG00000185942	ENST00000623646	0.88533	654	1	0.8853387896	NA	1.278137099	8	7	7	No OMIM disease association	FALSE
RYK	ENSG00000163785	ENST00000623711	0.80181	1821	2	0.6346870257	523	0.4107411271	2	9	9	No OMIM disease association	FALSE
QRFP	ENSG00000188710	ENST00000623824	1.1003	408	1	1.100264279	NA	NA	NA	3	1	No OMIM disease association	FALSE
CERS1	ENSG00000223802	ENST00000623882	1.0001	1050	1	1.000132176	NA	0.700337739	4	6	6	Autosomal recessive only	FALSE
PRAMEF18	ENSG00000279804	ENST00000624297	0.53277	1437	5	0	173	3.151535467	10	NA	NA	No OMIM disease association	FALSE
ENSG00000279983	ENSG00000279983	ENST00000624396	0.93595	105	1	0.9359605911	NA	NA	NA	NA	7	No OMIM disease association	FALSE
C8orf89	ENSG00000274443	ENST00000624510	0.98112	483	1	0.9811361665	NA	1.621146975	9	NA	NA	No OMIM disease association	FALSE
OR5AR1	ENSG00000172459	ENST00000624596	1.1417	930	1	1.141739567	NA	2.494325465	10	4	1	No OMIM disease association	FALSE
FER1L5	ENSG00000249715	ENST00000624922	0.80598	6171	1	0.8059666975	NA	0.6955222382	4	NA	4	No OMIM disease association	FALSE
SLC27A3	ENSG00000143554	ENST00000624995	1.1604	2049	1	1.160364778	NA	1.062659333	7	1	1	No OMIM disease association	FALSE
SPDYE5	ENSG00000170092	ENST00000625065	0.60284	1206	8	0	94	0.8446320521	5	NA	NA	No OMIM disease association	FALSE
SLC22A18AS	ENSG00000254827	ENST00000625099	1.0488	759	1	1.048759728	NA	NA	NA	3	2	No OMIM disease association	FALSE
ENSG00000280778	ENSG00000280778	ENST00000625258	0.80662	131	1	0.8066176975	NA	NA	NA	NA	NA	No OMIM disease association	FALSE
TREX1	ENSG00000213689	ENST00000625293	1.0115	942	1	1.01144991	NA	NA	NA	6	10	Other inheritance type	FALSE
VPS8	ENSG00000156931	ENST00000625842	0.9094	4284	3	0.4251442454	83	0.6482768177	3	6	5	No OMIM disease association	FALSE
PTP4A1	ENSG00000112245	ENST00000626021	0.62615	519	1	0.626142596	NA	0.8588802468	5	9	8	No OMIM disease association	FALSE
ZNF280B	ENSG00000275004	ENST00000626650	0.90834	1629	1	0.9083376327	NA	4.577577638	10	NA	6	No OMIM disease association	FALSE
CGA	ENSG00000135346	ENST00000627148	0.711	348	1	0.7109995818	NA	0.7380084887	4	8	9	No OMIM disease association	FALSE
TCF7L2	ENSG00000148737	ENST00000627217	0.82462	1806	6	0.1562907007	52	0.3831386273	2	10	9	Autosomal dominant only	TRUE
ZEB2	ENSG00000169554	ENST00000627532	0.64479	3642	8	0.116488267	186	0.1004677968	1	10	10	Autosomal dominant only	TRUE
DNM3	ENSG00000197959	ENST00000627582	0.78196	2589	5	0.2137757065	60	0.6118203519	3	8	8	No OMIM disease association	FALSE
SCN8A	ENSG00000196876	ENST00000627620	0.42298	5940	19	0	61	0.2129655807	1	10	10	Autosomal dominant only	TRUE
ZNF793	ENSG00000188227	ENST00000627814	0.92128	1218	1	0.9212679556	NA	1.051282125	7	1	7	No OMIM disease association	FALSE
SLC25A22	ENSG00000177542	ENST00000628067	0.86453	969	1	0.8645341491	NA	0.5624011627	3	8	7	Autosomal recessive only	FALSE
DNAJC4	ENSG00000110011	ENST00000628077	1.0652	723	1	1.065221454	NA	1.38007183	9	1	1	No OMIM disease association	FALSE
DNMT3L	ENSG00000142182	ENST00000628202	1.0229	1158	1	1.022933509	NA	0.9965161023	6	2	2	No OMIM disease association	FALSE
DCTN1	ENSG00000204843	ENST00000628224	0.86471	3834	9	0.2134198395	57	0.4109493992	2	9	7	Other inheritance type	FALSE
SLFN12L	ENSG00000205045	ENST00000628453	1.0098	1836	1	1.009825328	NA	1.534951671	9	1	1	No OMIM disease association	FALSE
GLIS1	ENSG00000174332	ENST00000628545	0.96451	2385	3	0.5548339911	170	0.4499721362	2	6	5	No OMIM disease association	FALSE
RPS4Y2	ENSG00000280969	ENST00000629237	1.3448	789	1	1.344831644	NA	2.114913202	10	NA	NA	No OMIM disease association	FALSE
ZIM2	ENSG00000269699	ENST00000629319	0.97825	1674	1	0.97824836	NA	0.5820100518	3	5	7	No OMIM disease association	FALSE
ENSG00000279765	ENSG00000279765	ENST00000629685	0.64065	381	2	0.1918759714	122	NA	NA	NA	9	No OMIM disease association	FALSE
ANGPT2	ENSG00000091879	ENST00000629816	1.2221	1485	1	1.222115756	NA	0.5191733323	2	7	9	Autosomal dominant only	FALSE
SLC9A6	ENSG00000198689	ENST00000630721	0.55196	2037	5	0.221107237	238	0.2203310894	1	10	NA	Other inheritance type	TRUE
TMEM132E	ENSG00000181291	ENST00000631683	0.95386	3222	3	0.2105041575	49	0.6922101363	4	7	6	Autosomal recessive only	FALSE
ENSG00000273154	ENSG00000273154	ENST00000632538	1.0186	868	1	1.018548568	NA	NA	NA	NA	3	No OMIM disease association	FALSE
NPHP3-ACAD11	ENSG00000274810	ENST00000632629	0.86505	695	1	0.8650454799	NA	0.9930659341	6	NA	2	No OMIM disease association	FALSE
ZCCHC8	ENSG00000033030	ENST00000633063	0.84047	2121	1	0.8404702984	NA	0.5947448906	3	10	9	Autosomal dominant only	FALSE
CELF2	ENSG00000048740	ENST00000633077	0.4963	1563	3	0.2731600718	310	0.1549063934	1	10	9	Autosomal dominant only	TRUE
OVOL3	ENSG00000105261	ENST00000633214	1.0336	570	1	1.033573312	NA	2.156505654	10	4	1	No OMIM disease association	FALSE
CRYBG1	ENSG00000112297	ENST00000633556	0.97578	6393	3	0.2439619419	46	0.8841801988	5	2	3	No OMIM disease association	FALSE
NHSL2	ENSG00000204131	ENST00000633930	0.9101	3675	1	0.9101019273	NA	1.363220167	8	7	NA	No OMIM disease association	FALSE
SZT2	ENSG00000198198	ENST00000634258	0.86496	10296	7	0.3422313484	36	0.5533876419	3	7	7	Autosomal recessive only	FALSE
LINC02210-CRHR1	ENSG00000263715	ENST00000634540	0.63957	720	1	0.6395643364	NA	0.7651413552	4	NA	6	No OMIM disease association	FALSE
PHF14	ENSG00000106443	ENST00000634607	0.87149	2844	7	0.3212638899	134	0.5649581056	3	9	8	No OMIM disease association	FALSE
BAG1	ENSG00000107262	ENST00000634734	1.0228	1035	1	1.022837492	NA	1.448404934	9	4	1	No OMIM disease association	FALSE
RYR3	ENSG00000198838	ENST00000634891	0.92229	14610	9	0.2146037878	50	0.3935850393	2	8	7	No OMIM disease association	FALSE
CFAP99	ENSG00000206113	ENST00000635017	1.0768	2142	1	1.076788547	NA	1.342347696	8	NA	1	No OMIM disease association	FALSE
CCDC149	ENSG00000181982	ENST00000635206	0.87861	1620	1	0.878605064	NA	0.8601720426	5	6	5	No OMIM disease association	FALSE
DOCK7	ENSG00000116641	ENST00000635253	0.79693	6420	2	0.7070969981	2291	0.6236171449	3	8	8	Autosomal recessive only	FALSE
GRAMD1B	ENSG00000023171	ENST00000635736	0.87991	2631	4	0.4447632712	347	0.4250210367	2	10	10	No OMIM disease association	FALSE
LCORL	ENSG00000178177	ENST00000635767	0.86437	5613	2	0.4049074786	53	0.6418088155	3	9	7	No OMIM disease association	FALSE
UBE2L5	ENSG00000236444	ENST00000635918	0.67785	462	1	0.6778433199	NA	NA	NA	NA	NA	No OMIM disease association	FALSE
UNC13B	ENSG00000198722	ENST00000635942	0.8876	13020	1	0.8876123876	NA	0.7806065007	4	6	7	No OMIM disease association	FALSE
DCX	ENSG00000077279	ENST00000636035	0.44788	1098	2	0.3057240958	793	0.7132948666	4	10	NA	Other inheritance type	TRUE
CCDC194	ENSG00000269720	ENST00000636079	1.2062	702	1	1.206188676	NA	4.705700994	10	NA	NA	No OMIM disease association	FALSE
ENSG00000283599	ENSG00000283599	ENST00000636096	1.0209	1554	2	0.8723801163	668	NA	NA	NA	NA	No OMIM disease association	FALSE
NYAP2	ENSG00000144460	ENST00000636099	1.0279	1959	1	1.027886503	NA	1.437841548	9	8	7	No OMIM disease association	FALSE
DCLK3	ENSG00000163673	ENST00000636136	0.93263	2451	3	0.7650848718	747	0.7958221519	4	8	9	No OMIM disease association	FALSE
CLN3	ENSG00000188603	ENST00000636147	0.92579	1314	1	0.9257930243	NA	1.12950942	7	5	5	Autosomal recessive only	FALSE
TLN2	ENSG00000171914	ENST00000636159	0.9393	7626	1	0.9393090001	NA	0.4502399465	2	8	8	No OMIM disease association	FALSE
ENSG00000283189	ENSG00000283189	ENST00000636166	0.90551	1446	1	0.9055093093	NA	NA	NA	NA	5	No OMIM disease association	FALSE
FBF1	ENSG00000188878	ENST00000636174	0.96546	3444	1	0.9654850746	NA	0.8437199672	5	3	3	No OMIM disease association	FALSE
ZNF654	ENSG00000175105	ENST00000636215	0.78003	3384	8	0.1933550321	74	0.3490625018	1	9	10	No OMIM disease association	FALSE
CLEC19A	ENSG00000261210	ENST00000636231	0.98437	558	1	0.9843557743	NA	1.343932037	8	6	3	No OMIM disease association	FALSE
PNPLA1	ENSG00000180316	ENST00000636260	0.96405	1716	1	0.9640601878	NA	0.8248443311	5	5	4	Autosomal recessive only	FALSE
ACY1	ENSG00000243989	ENST00000636358	0.89473	1224	1	0.894738788	NA	0.9168484922	5	4	4	Autosomal recessive only	FALSE
CNPY1	ENSG00000146910	ENST00000636446	0.98126	435	1	0.9812870835	NA	1.326698108	8	2	4	No OMIM disease association	FALSE
ATP6AP2	ENSG00000182220	ENST00000636580	0.64128	1050	1	0.6412855195	NA	0.3019503922	1	10	NA	Other inheritance type	FALSE
HRH2	ENSG00000113749	ENST00000636584	0.54156	1266	5	0.347826087	384	0.3743508523	2	7	5	No OMIM disease association	FALSE
ENSG00000250644	ENSG00000250644	ENST00000636615	0.90821	1671	1	0.9082110232	NA	NA	NA	NA	5	No OMIM disease association	FALSE
BTBD8	ENSG00000189195	ENST00000636805	0.91352	5376	3	0.3878008919	85	0.85037827	5	3	4	No OMIM disease association	FALSE
KLHL33	ENSG00000185271	ENST00000636854	1.055	2391	1	1.055	NA	0.9680088729	6	1	3	No OMIM disease association	FALSE
ARID1B	ENSG00000049618	ENST00000636930	0.9023	7116	7	0.1719099192	44	0.3507831917	1	10	10	Autosomal dominant only	TRUE
TMEM269	ENSG00000274386	ENST00000637012	0.85989	609	1	0.8598907816	NA	1.258860347	8	NA	4	No OMIM disease association	FALSE
TAB2	ENSG00000055208	ENST00000637181	0.7414	2079	3	0.3844935993	116	0.1064799402	1	10	10	Autosomal dominant only	TRUE
SYT14	ENSG00000143469	ENST00000637265	0.8057	2592	1	0.8056958931	NA	0.5207896234	3	9	9	Autosomal recessive only	FALSE
ENSG00000261832	ENSG00000261832	ENST00000637378	0.40485	1112	2	0	586	NA	NA	NA	4	No OMIM disease association	FALSE
TNFAIP8L3	ENSG00000183578	ENST00000637513	0.84691	612	1	0.8469004989	NA	2.835028246	10	6	8	No OMIM disease association	FALSE
PXN	ENSG00000089159	ENST00000637617	0.87245	3243	2	0.6345429308	330	0.6401725605	3	8	4	Other inheritance type	FALSE
TEX52	ENSG00000283297	ENST00000637658	1.0635	915	1	1.063544073	NA	1.572661063	9	NA	NA	No OMIM disease association	FALSE
ENSG00000268655	ENSG00000268655	ENST00000637680	1.0439	1002	1	0.5474138605	NA	NA	NA	NA	NA	No OMIM disease association	FALSE
ENSG00000283321	ENSG00000283321	ENST00000637807	0.99618	2391	2	0.8417545321	1132	NA	NA	NA	10	No OMIM disease association	FALSE
FAM193A	ENSG00000125386	ENST00000637812	1.0013	4545	4	0.3834723421	136	0.2463596305	1	10	10	No OMIM disease association	FALSE
PLEKHG4B	ENSG00000153404	ENST00000637938	1.0416	4881	1	1.041642963	NA	0.8062127749	5	3	3	No OMIM disease association	FALSE
TEPSIN	ENSG00000167302	ENST00000637944	1.0271	1779	1	1.02711183	NA	0.8555762649	5	1	2	No OMIM disease association	FALSE
DPY19L1	ENSG00000173852	ENST00000638088	0.66974	2244	1	0.6697432865	NA	0.5610902202	3	7	7	No OMIM disease association	FALSE
ENSG00000283208	ENSG00000283208	ENST00000638147	0.97379	603	1	0.9737888501	NA	NA	NA	NA	3	No OMIM disease association	FALSE
LEUTX	ENSG00000213921	ENST00000638280	0.97337	594	1	0.9733884781	NA	2.272784523	10	6	NA	No OMIM disease association	FALSE
ZNF577	ENSG00000161551	ENST00000638348	0.95827	1455	1	0.9582678661	NA	2.055786036	10	1	9	No OMIM disease association	FALSE
PRICKLE2	ENSG00000163637	ENST00000638394	0.84763	2532	2	0.6892150606	906	0.2938694943	1	9	10	No OMIM disease association	FALSE
ENSG00000283782	ENSG00000283782	ENST00000638452	0.87148	3639	1	0.8715107607	NA	NA	NA	NA	3	No OMIM disease association	FALSE
ST3GAL5	ENSG00000115525	ENST00000638572	0.82691	1254	1	0.8269061049	NA	0.818273915	5	6	5	No OMIM disease association	FALSE
ENSG00000284292	ENSG00000284292	ENST00000638617	0.74532	2052	6	0	53	NA	NA	NA	7	No OMIM disease association	FALSE
FBXL22	ENSG00000197361	ENST00000638704	1.267	693	1	1.267007864	NA	1.482462063	9	4	6	No OMIM disease association	FALSE
GIMD1	ENSG00000250298	ENST00000638719	1.0652	651	1	1.065204621	NA	1.503353365	9	NA	NA	No OMIM disease association	FALSE
IQCJ-SCHIP1	ENSG00000283154	ENST00000638749	0.89655	1461	2	0.6456341174	711	0.5020556366	2	NA	5	No OMIM disease association	FALSE
ENSG00000284057	ENSG00000284057	ENST00000638767	0.92305	2514	1	0.9230583598	NA	NA	NA	NA	4	No OMIM disease association	FALSE
ZDHHC23	ENSG00000184307	ENST00000638807	0.86982	1305	3	0.5683125178	181	1.393640685	9	3	3	No OMIM disease association	FALSE
ZNF888	ENSG00000213793	ENST00000638862	0.83447	2154	2	0.3476478876	142	1.295661726	8	NA	5	No OMIM disease association	FALSE
ENSG00000283952	ENSG00000283952	ENST00000638880	0.62103	286	1	0.621007807	NA	NA	NA	NA	9	No OMIM disease association	FALSE
ENSG00000283761	ENSG00000283761	ENST00000639037	0.70993	2139	4	0.1472681753	53	NA	NA	NA	7	No OMIM disease association	FALSE
GABRG2	ENSG00000113327	ENST00000639213	0.56118	1425	4	0.2676693646	387	0.4007435334	2	9	9	Autosomal dominant only	TRUE
ENSG00000283765	ENSG00000283765	ENST00000639401	0.94806	1224	1	0.9480537362	NA	NA	NA	NA	5	No OMIM disease association	FALSE
BIVM-ERCC5	ENSG00000270181	ENST00000639435	0.93703	4920	5	0.1189202045	46	0.6697122698	3	5	5	No OMIM disease association	FALSE
PAX4	ENSG00000106331	ENST00000639438	1.0372	1053	1	1.037194378	NA	0.9122711454	5	5	6	Other inheritance type	FALSE
TEAD3	ENSG00000007866	ENST00000639578	0.70567	1305	1	0.705666135	NA	0.2702757845	1	9	9	No OMIM disease association	FALSE
ATG9B	ENSG00000181652	ENST00000639579	1.0882	2772	1	1.088259109	NA	0.92884785	6	2	1	No OMIM disease association	FALSE
ENSG00000284299	ENSG00000284299	ENST00000639602	0.59702	1446	2	0.4290530187	777	NA	NA	NA	9	No OMIM disease association	FALSE
CCDC7	ENSG00000216937	ENST00000639629	1.039	4155	1	1.038996087	NA	1.199852196	8	1	3	No OMIM disease association	FALSE
TRIM43B	ENSG00000144010	ENST00000639673	0.59352	1338	3	0.4261637019	793	1.562086604	9	NA	1	No OMIM disease association	FALSE
RPS10-NUDT3	ENSG00000270800	ENST00000639725	0.65829	873	1	0.6582820444	NA	0.3288581941	1	9	10	No OMIM disease association	FALSE
CASR	ENSG00000036828	ENST00000639785	0.68138	3234	8	0	40	0.609773684	3	8	8	Other inheritance type	FALSE
KCTD7	ENSG00000243335	ENST00000639828	0.7495	867	1	0.7495049257	NA	1.118449427	7	7	7	Autosomal recessive only	FALSE
DTHD1	ENSG00000197057	ENST00000639862	0.98646	2718	1	0.9864839497	NA	1.134032669	7	2	4	No OMIM disease association	FALSE
INTS6L	ENSG00000165359	ENST00000639893	0.80635	2694	1	0.8063418103	NA	0.5872535812	3	10	NA	No OMIM disease association	FALSE
ENSG00000284024	ENSG00000284024	ENST00000640019	0.8239	1083	1	0.8239084834	NA	NA	NA	NA	7	No OMIM disease association	FALSE
GOSR2	ENSG00000108433	ENST00000640051	0.96503	636	1	0.9650225542	NA	1.089327169	7	5	2	Autosomal recessive only	FALSE
TMEM211	ENSG00000206069	ENST00000640159	0.93427	600	2	0.3584229391	66	4.025783934	10	4	6	No OMIM disease association	FALSE
KIF12	ENSG00000136883	ENST00000640217	0.94647	1953	1	0.9464706698	NA	1.031581306	6	5	5	Autosomal recessive only	FALSE
HNRNPU	ENSG00000153187	ENST00000640218	0.6767	2475	8	0.2341036097	334	0.09339552412	1	10	10	Autosomal dominant only	TRUE
PIGN	ENSG00000197563	ENST00000640252	0.9818	2793	3	0.343701667	53	1.16301086	7	2	3	Autosomal recessive only	FALSE
ENSG00000284512	ENSG00000284512	ENST00000640345	0.79525	591	1	0.7952725465	NA	NA	NA	NA	5	No OMIM disease association	FALSE
PAX6	ENSG00000007372	ENST00000640368	0.63942	1308	5	0.1110420183	101	0.2178526279	1	10	10	Autosomal dominant only	TRUE
FAM240A	ENSG00000283473	ENST00000640551	0.88038	249	1	0.8803677981	NA	2.49849606	10	NA	NA	No OMIM disease association	FALSE
MIA2	ENSG00000150527	ENST00000640607	1.0402	4236	1	1.040192035	NA	0.9473398906	6	7	6	No OMIM disease association	FALSE
RTTN	ENSG00000176225	ENST00000640769	0.9756	6678	1	0.975619106	NA	0.7272419736	4	5	5	Autosomal recessive only	FALSE
ARL9	ENSG00000196503	ENST00000640821	1.0137	795	1	1.013688239	NA	1.220329058	8	3	6	No OMIM disease association	FALSE
LIAS	ENSG00000121897	ENST00000640888	0.87443	1116	3	0.3624063784	32	1.026093827	6	6	5	Autosomal recessive only	FALSE
ELP4	ENSG00000109911	ENST00000640961	1.0085	1272	1	1.008471942	NA	1.416132714	9	1	5	Autosomal dominant only	FALSE
PHGDH	ENSG00000092621	ENST00000641023	0.92018	1599	1	0.9201781932	NA	1.200031668	8	5	5	Autosomal recessive only	FALSE
OR10G3	ENSG00000169208	ENST00000641040	1.0165	939	1	1.016501992	NA	NA	NA	3	4	No OMIM disease association	FALSE
OR5A1	ENSG00000172320	ENST00000641045	0.99038	945	1	0.9903843635	NA	NA	NA	4	2	No OMIM disease association	FALSE
OR10R2	ENSG00000198965	ENST00000641067	1.1232	972	1	1.123203946	NA	NA	NA	3	9	No OMIM disease association	FALSE
OR2A14	ENSG00000221938	ENST00000641068	1.0278	930	1	1.027830487	NA	NA	NA	3	1	No OMIM disease association	FALSE
OR13C3	ENSG00000204246	ENST00000641090	1.0329	951	1	1.032927852	NA	NA	NA	5	1	No OMIM disease association	FALSE
OR2AP1	ENSG00000179615	ENST00000641114	1.3587	927	1	1.358733328	NA	NA	NA	3	2	No OMIM disease association	FALSE
OR2J3	ENSG00000204701	ENST00000641151	0.86383	933	1	0.8638320775	NA	2.914875533	10	3	4	Autosomal dominant only	FALSE
OR56A4	ENSG00000183389	ENST00000641156	1.0109	939	1	1.01093405	NA	NA	NA	2	5	No OMIM disease association	FALSE
OR56A3	ENSG00000184478	ENST00000641160	0.96283	945	1	0.962828506	NA	NA	NA	5	1	No OMIM disease association	FALSE
OR52N5	ENSG00000181009	ENST00000641181	0.8954	972	1	0.8954039239	NA	NA	NA	2	2	No OMIM disease association	FALSE
OR2T11	ENSG00000279301	ENST00000641193	1.0521	948	1	1.05211835	NA	NA	NA	NA	1	No OMIM disease association	FALSE
OR6A2	ENSG00000184933	ENST00000641196	1.083	981	1	1.083023419	NA	NA	NA	3	9	No OMIM disease association	FALSE
OR4M1	ENSG00000176299	ENST00000641200	0.87002	939	2	0.6760500942	451	NA	NA	4	3	No OMIM disease association	FALSE
OR2T33	ENSG00000177212	ENST00000641220	0.67988	960	1	0.6798866856	NA	NA	NA	3	3	No OMIM disease association	FALSE
OR10A6	ENSG00000279000	ENST00000641238	1.3346	942	1	1.334599213	NA	NA	NA	NA	2	No OMIM disease association	FALSE
OR51V1	ENSG00000176742	ENST00000641270	1.2328	945	1	1.232815498	NA	1.625715454	9	3	6	No OMIM disease association	FALSE
